time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.0014221604202154065,-1.59646422718084e-05,9.99366020280698,0.0247611043018372,3.351372935284356,0.0,-0.0423143125721781,0.0027983923004554568,-0.2281548949393172,0.33005207362173894,-7.6627709903618815,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.12000000000000001,-0.001549529827686294,0.008491521359231313,9.948637773532445,3.7609182027635057,5.214299929928176,0.0,-0.1225159600861603,0.14425679755888624,-0.7787597897312537,-4.452645367765919,-14.890544189912575,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.18,-0.0041400187146305965,0.005327121917697968,9.87674618453121,0.8052311433140726,3.0158492054325023,0.0,-0.38929286941022806,-0.15855717078218456,-1.6699177214236878,-9.15449233228783,-20.374048096214842,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.23999999999999996,-0.019593313004161776,-0.014046924044708994,9.751926625309203,0.9881480089780386,4.077567559503976,0.0,0.13408389894075412,-0.18771462252101725,-2.4375489052325596,-15.681531657071032,-24.087812779985335,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.3,0.016040736031716196,-0.04562744568648794,9.587323597777795,2.767068902116524,3.282601179473753,0.0,0.9702116095625962,-0.8701797419380559,-2.770732556734738,-19.750792794372167,-26.092023241710958,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.36000000000000004,0.06982647723920689,-0.11389250367957324,9.430280289311597,1.6600662339160834,1.7305909043003975,0.0,0.5869581154729686,-1.457357647715158,-2.6225940436210773,-20.495894789718314,-26.44579698176706,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.4200000000000001,0.07434847863063104,-0.1984141869085925,9.25871341882895,0.485527892499805,0.15289922651098475,0.0,-0.34713497182984643,-1.1769571841500224,-2.9819863834521425,-19.990051389850905,-26.27564364845081,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.48000000000000015,0.056792765048542165,-0.2533950822703741,9.0874894982452,0.5574066577663626,4.969322226034496,0.0,-0.0294271147350309,-0.6648611845215133,-2.800050059943564,-17.32432202942451,-25.546462469788516,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.5400000000000001,0.08796432931145697,-0.2915100551093297,8.9018320846603,6.059979217078915,3.541149077356261,0.0,1.01961533747373,-0.6530400241873773,-3.6013350219460754,-18.625785645147527,-26.391736403035157,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.6000000000000002,0.1534199431202312,-0.3178754331277281,8.635653864101194,5.155653850409628,1.9780179718062563,0.0,0.8844938491367879,-0.11655469063497581,-5.1814509803179725,-17.57002222986039,-26.807349181216335,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.6600000000000003,0.16710680468572328,-0.31958217246862497,8.305207489075022,5.436677178146558,0.4054423101111313,0.0,-0.39330437594015183,-0.17855242592168252,-5.646531548443631,-20.436672596864458,-27.33267256628771,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.7200000000000003,0.13911411254243428,-0.36412997496123417,7.967721512251258,4.3251738532521955,5.050760468169505,0.0,-0.2099225053838747,-1.3355932688492853,-5.7992611153274565,-21.324057727790702,-27.5287779001049,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.7800000000000004,0.1654830639272025,-0.44585363024100805,7.5997656340553235,4.1404178524612405,3.4215744114473274,0.0,1.0274140709382518,-1.0963031156405685,-6.359646442063997,-23.913972689491857,-27.961201292088784,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.8400000000000004,0.2267106427996593,-0.48743224300262533,7.2244446054596425,2.7349188975040786,1.748919812482976,0.0,0.7254806191615586,-0.5127328658977715,-6.102685418651669,-24.39811653494189,-27.846788139191123,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.9000000000000005,0.23671624828267726,-0.5141711087407765,6.840678541210886,1.630552908808884,0.17304202020548143,0.0,-0.30444440942045675,-0.17422601295791357,-6.8215190405820225,-23.02181028214771,-27.17554352261643,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
0.9600000000000005,0.22032623906239554,-0.49539184900071953,6.410163450928287,1.849590876934828,5.067479195563035,0.0,-0.05081001391860926,0.7357148194963147,-7.581547766862687,-20.036141707028065,-26.064903555213938,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
1.0200000000000005,0.2514348693669148,-0.4472614382679308,5.937160695879307,0.8943919065606574,3.63305528865137,0.0,1.0621324535243117,0.6306620719155115,-8.200636850578817,-21.305473601124653,-26.996246134119733,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
1.0800000000000005,0.32143933323513063,-0.4267922315408606,5.407697568942453,5.940262669090919,2.038415672234965,0.0,1.054919614535952,0.205893336030356,-9.516486835415176,-20.878345713955444,-26.678657777395753,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
1.1400000000000006,0.3518679393504736,-0.41121107111873006,4.810309878394606,6.101374531893622,0.46043522753094646,0.0,-0.03311018140205979,0.25688247545566345,-10.142051529686176,-18.06667178238829,-26.3789618225714,0.0,373.945455343572,372.10723092577325,373.22634780071013,374.4383858935337
